px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
4.74501	-9.37462	-2.71945	-2.05407	-1.06097	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0.393394
4.77825	-9.23415	-2.7191	-2.06203	-0.985949	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	2.38422
4.87082	-9.09684	-2.72975	-2.12714	-0.993473	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	0.440664
4.98439	-8.98206	-2.73195	-2.21661	-1.04231	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688	0.995581
5.08962	-8.86282	-2.7374	-2.28045	-1.0469	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688	0.147558
5.15326	-8.73326	-2.73159	-2.28695	-0.969364	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014	2.36893
5.2686	-8.61398	-2.74414	-2.34512	-0.970206	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013	0.485107
5.34384	-8.48891	-2.7378	-2.352	-0.899154	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049	2.04256
5.45349	-8.38174	-2.74076	-2.40086	-0.897807	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205	0.0268272
5.494	-8.2519	-2.71988	-2.34874	-0.742739	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484	11.0726
5.5973	-8.14374	-2.73222	-2.38355	-0.737243	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485	0.449165
5.70461	-8.0332	-2.73614	-2.41632	-0.726153	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872	0.449262
5.82153	-7.92379	-2.74568	-2.45226	-0.720215	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871	0.293102
5.93978	-7.82518	-2.74912	-2.48961	-0.717344	5.9537	-7.7033	6	-7.75	2.72961	1.81974	0.178311
6.07272	-7.7259	-2.76274	-2.52892	-0.714234	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974	0.472169
6.16327	-7.62186	-2.75502	-2.51794	-0.637105	6.27	-7.55894	6.25	-7.55	1.9992	1.9992	2.869
6.28382	-7.52819	-2.76928	-2.54549	-0.63018	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918	0.540477
6.38946	-7.41827	-2.7627	-2.537	-0.559761	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911	2.36102
6.51936	-7.32185	-2.77242	-2.56315	-0.55365	6.54947	-7.257	6.55	-7.25	1.81909	1.81909	0.267348
6.62219	-7.22943	-2.76701	-2.55913	-0.500075	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996	1.51251
6.73908	-7.13477	-2.7787	-2.57438	-0.489078	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996	0.567764
6.85762	-7.05954	-2.78099	-2.60055	-0.493798	6.81357	-6.96259	6.85	-7	1.99752	0.998765	0.158161
6.97356	-6.98018	-2.78298	-2.61942	-0.488087	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765	0.134262
7.09561	-6.89059	-2.77992	-2.62691	-0.45918	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023	0.622894
7.23222	-6.80675	-2.78749	-2.64752	-0.45375	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023	0.166389
7.32829	-6.70551	-2.77601	-2.61525	-0.365115	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006	4.04591
7.44552	-6.62132	-2.78141	-2.62439	-0.355834	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058	0.297666
7.56632	-6.55138	-2.78165	-2.63933	-0.351096	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204	0.0180108
7.6838	-6.47776	-2.78168	-2.65151	-0.34601	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195	0.114817
7.82999	-6.44234	-2.79455	-2.71896	-0.430469	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844	4.2174
7.95745	-6.37809	-2.79814	-2.73584	-0.425669	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829	0.0787446
8.05701	-6.26347	-2.77085	-2.66707	-0.271959	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603	14.637
8.18746	-6.18465	-2.77112	-2.67505	-0.265156	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603	0.164737
8.28798	-6.06708	-2.75394	-2.61756	-0.150511	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921	7.15374
8.40983	-5.98388	-2.75036	-2.61908	-0.144201	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921	0.246706
8.55916	-5.93764	-2.75896	-2.67348	-0.22233	8.45627	-5.87026	8.5	-5.9	2.729	0.909673	3.52947
8.68808	-5.86314	-2.75697	-2.68019	-0.217099	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661	0.132537
8.81685	-5.78729	-2.75475	-2.68282	-0.205124	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848	0.376472
8.95214	-5.70879	-2.75956	-2.68697	-0.197936	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848	0.13156
9.04541	-5.60423	-2.74445	-2.63183	-0.093614	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994	5.92312
9.16282	-5.5207	-2.74999	-2.62633	-0.0834838	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994	0.256675
9.28173	-5.42887	-2.74433	-2.60426	-0.040484	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888	0.962516
9.40277	-5.34807	-2.73955	-2.60224	-0.0364648	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875	0.171481
9.47682	-5.19657	-2.71611	-2.49092	0.145833	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317	16.9978
9.58973	-5.0982	-2.71539	-2.47724	0.151346	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314	0.0994548
9.69262	-4.987	-2.71232	-2.44298	0.191004	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147	0.783676
9.79805	-4.87949	-2.71211	-2.424	0.199218	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146	0.205171
9.90855	-4.77885	-2.71184	-2.4061	0.212782	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196	0.305663
10.0097	-4.67388	-2.70816	-2.38927	0.21789	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196	0.153195
10.1024	-4.57561	-2.70693	-2.37226	0.225656	9.99977	-4.51909	10.05	-4.55	1.99827	1.99828	0.172276
10.1924	-4.47164	-2.70749	-2.354	0.232224	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826	0.142129
10.2717	-4.33994	-2.70363	-2.30002	0.296154	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538	1.99179
10.3633	-4.21607	-2.7064	-2.27534	0.303933	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536	0.188922
10.4705	-4.11363	-2.70766	-2.28393	0.260696	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195	1.1332
10.564	-3.98941	-2.71257	-2.26329	0.266305	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951	0.129784
10.667	-3.88097	-2.71402	-2.26418	0.24036	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818	0.348272
10.7588	-3.76167	-2.71495	-2.24805	0.243045	10.746	-3.7455	10.75	-3.75	1.81816	1.81817	0.0233626
10.8574	-3.64757	-2.71675	-2.24079	0.234106	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243	0.100034
10.947	-3.51531	-2.72485	-2.22058	0.240472	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243	0.230381
10.9953	-3.36194	-2.72203	-2.13703	0.355828	11.1095	-3.32648	11	-3.3	0.908632	2.72588	6.43661
11.0679	-3.22073	-2.72811	-2.10876	0.363617	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588	0.23488
11.1142	-3.0695	-2.72812	-2.04791	0.426363	10.9851	-2.95299	11.1	-3	0.909905	2.72971	1.83871
11.1754	-2.92128	-2.7352	-2.01618	0.43356	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968	0.248895
11.1664	-2.73999	-2.73582	-1.88872	0.598963	11.0233	-2.67356	11.15	-2.7	0	2.72847	11.4662
11.198	-2.58826	-2.73589	-1.84653	0.607619	11.1324	-2.55807	11.15	-2.55	0	2.72844	0.280596
11.2017	-2.4232	-2.74096	-1.75982	0.695101	11.2541	-2.42353	11.15	-2.4	0	2.72732	3.3023
11.2159	-2.27198	-2.73863	-1.71483	0.70172	11.1569	-2.2658	11.15	-2.25	0	2.72732	0.186697
11.3214	-2.15934	-2.72373	-1.80299	0.492895	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856	19.1109
11.3517	-2.00271	-2.73152	-1.77239	0.494868	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856	0.173138
11.2964	-1.82977	-2.73764	-1.63001	0.684771	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747	16.0429
11.2916	-1.67286	-2.73998	-1.58497	0.691209	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745	0.202061
11.2939	-1.52254	-2.7402	-1.54959	0.687479	11.3341	-1.51762	11.25	-1.5	0	2.72321	0.0223204
11.2834	-1.36821	-2.74238	-1.50871	0.689884	11.2625	-1.34833	11.25	-1.35	0	2.72321	0.0443591
11.2259	-1.21067	-2.75231	-1.40859	0.793157	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856	4.98535
11.1911	-1.06092	-2.75231	-1.36067	0.797136	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856	0.069101
11.0706	-0.907968	-2.77332	-1.20761	0.974303	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916	14.3391
11.0014	-0.76249	-2.77678	-1.14736	0.979759	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913	0.216937
10.9397	-0.624128	-2.77401	-1.10297	0.962155	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952	0.337199
10.8632	-0.483333	-2.78004	-1.04831	0.962374	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949	0.123482
10.6935	-0.378102	-2.81962	-0.872918	1.16773	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692	22.6175
10.5928	-0.269883	-2.82306	-0.810866	1.17014	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691	0.109075
10.5013	-0.15828	-2.80757	-0.774149	1.12422	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579	1.76751
10.3793	-0.0689443	-2.79778	-0.702807	1.13629	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579	0.342772
10.238	0.0141087	-2.80801	-0.610855	1.1822	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655	1.55649
10.0956	0.0720903	-2.79369	-0.527967	1.20442	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655	0.837014
9.95185	0.135812	-2.79502	-0.449764	1.22101	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268	0.360741
9.79787	0.169072	-2.78253	-0.361318	1.24655	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826	0.804306
9.67778	0.219089	-2.73843	-0.3231	1.19753	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784	7.07134
9.53386	0.240223	-2.72608	-0.244196	1.21511	9.56967	0.149506	9.55	0.15	-1.81757	0.908775	0.511032
9.39334	0.265716	-2.71786	-0.176624	1.21717	9.56225	0.148577	9.4	0.15	-2.72659	0	0.524391
9.24114	0.256052	-2.70694	-0.0873357	1.24434	9.25348	0.150166	9.25	0.15	-2.72658	0	0.648144
9.09361	0.258581	-2.70144	-0.0161257	1.24729	9.0821	0.207802	9.1	0.2	-2.72925	0.909752	0.108391
8.94401	0.252427	-2.70152	0.0553769	1.25043	8.93575	0.243169	8.95	0.25	-2.72926	0.909752	0.00886843
8.79933	0.245794	-2.70518	0.118713	1.24495	8.94634	0.26481	8.8	0.25	-2.72783	0	0.400988
8.6526	0.231049	-2.70682	0.181127	1.23784	8.64483	0.254352	8.65	0.25	-2.7278	0	0.0350328
8.50502	0.208157	-2.71261	0.242042	1.22841	8.46866	0.251128	8.5	0.25	-2.72395	0	0.136609
8.36214	0.189215	-2.71335	0.292501	1.20935	8.35775	0.250149	8.35	0.25	-2.72395	0	0.224425
8.21899	0.158814	-2.72055	0.342721	1.18837	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929	0.507264
8.07473	0.117292	-2.72423	0.397326	1.17557	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929	0.182009
7.90413	0.171645	-2.78215	0.336519	1.00628	7.74678	0.154598	7.85	0.15	-3.9992	0	25.7292
7.75874	0.129034	-2.7938	0.380046	0.995562	7.63715	0.143302	7.65	0.15	-3.99916	0	0.755069
7.64737	0.0506291	-2.77191	0.4605	1.04313	7.61982	0.157052	7.55	0.15	-1.99868	0	3.9826
7.5124	0.0285958	-2.77034	0.478165	1.00552	7.43926	0.160393	7.45	0.15	-1.99866	0	1.30137
7.36316	-0.00221236	-2.77679	0.488814	0.945952	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734	2.00578
7.22033	-0.0474828	-2.77413	0.51678	0.920242	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734	0.662636
7.10216	-0.140174	-2.76422	0.590053	0.956905	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889	1.5756
6.97281	-0.208826	-2.76033	0.627794	0.941615	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889	0.26416
6.86542	-0.314991	-2.75382	0.702496	0.978141	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792	0.999673
6.75218	-0.402265	-2.74744	0.747281	0.969868	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792	0.167475
6.64522	-0.498625	-2.74231	0.793442	0.961339	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188	0.233596
6.54392	-0.599124	-2.73592	0.841087	0.957265	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878	0.129235
6.45868	-0.726288	-2.7355	0.909946	0.979232	6.60439	-0.765755	6.45	-0.749999	-1.81971	-3.63941	0.395053
6.37157	-0.863037	-2.74455	0.972977	0.986632	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937	0.339018
6.37829	-1.0794	-2.76653	1.17429	1.21538	6.35624	-1.10001	6.35	-1.1	0	-2.99522	20.1787
6.33465	-1.21557	-2.76807	1.24108	1.22078	6.36321	-1.25111	6.35	-1.25	0	-2.99519	0.110877
6.31766	-1.39125	-2.78296	1.35787	1.29619	6.30992	-1.40686	6.35	-1.4	0	-2.72817	2.17431
6.30067	-1.54476	-2.78049	1.43546	1.3029	6.35537	-1.55723	6.35	-1.55	0	-2.72817	0.165763
6.30275	-1.70482	-2.78249	1.52587	1.3294	6.50996	-1.74616	6.35	-1.7	0	-2.72628	0.719732
6.30965	-1.85572	-2.77777	1.60337	1.33512	6.35448	-1.83673	6.35	-1.85	0	-2.72628	0.123246
6.29874	-1.99362	-2.76042	1.64064	1.2767	6.38849	-2.02257	6.35	-2	0	-2.73154	2.02576
6.32062	-2.14345	-2.75819	1.71444	1.281	6.35078	-2.13767	6.35	-2.15	0	-2.73152	0.0501666
6.31331	-2.26751	-2.73852	1.73477	1.21115	6.28921	-2.27735	6.35	-2.3	0	-2.99503	2.90735
6.33843	-2.40577	-2.74216	1.79457	1.20893	6.33355	-2.43768	6.35	-2.45	0	-2.99503	0.0521631
6.38477	-2.55683	-2.75379	1.87554	1.2335	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73	0.645457
6.4378	-2.70492	-2.75855	1.9446	1.23295	6.45623	-2.7536	6.45	-2.75	0.91	-2.73	0.13499
6.48708	-2.84621	-2.75704	2.00161	1.2171	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277	0.230333
6.55229	-2.98639	-2.76098	2.06601	1.21303	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274	0.0578868
6.59579	-3.1213	-2.73397	2.08731	1.13861	6.70928	-3.32749	6.55	-3.25	0	-3.63617	6.48012
6.64202	-3.28021	-2.75536	2.1207	1.10134	6.54763	-3.45513	6.55	-3.45	0	-3.63613	2.12916
6.69799	-3.4196	-2.75319	2.15402	1.06411	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901	1.49263
6.74857	-3.57645	-2.77173	2.17818	1.02251	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898	2.01486
6.81464	-3.70991	-2.76338	2.20802	0.985446	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795	1.41207
6.89103	-3.84852	-2.77304	2.24415	0.963631	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793	0.517608
6.98954	-3.98044	-2.78819	2.2925	0.957427	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994	1.59324
7.05112	-4.13977	-2.80698	2.29925	0.903686	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399	2.57445
7.1115	-4.26467	-2.7654	2.30031	0.834142	7.00947	-4.44692	7	-4.45	0.907889	-1.81577	9.37493
7.17171	-4.41754	-2.77555	2.30156	0.783759	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576	1.86233
7.25528	-4.54606	-2.77245	2.32171	0.75509	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935	1.14572
7.30361	-4.70403	-2.7773	2.30712	0.693592	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933	2.68007
7.40982	-4.83362	-2.80713	2.34513	0.700372	7.2829	-5.01975	7.25	-5	1.81861	-2.72792	3.36188
7.46881	-4.99514	-2.81566	2.32895	0.639894	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789	2.36428
7.53833	-5.11211	-2.80165	2.33262	0.60504	7.32687	-5.26205	7.4	-5.3	0.999994	-3	1.92363
7.58388	-5.27206	-2.81169	2.30369	0.539605	7.46174	-5.44979	7.45	-5.45	0.999999	-3	2.8281
7.66393	-5.39698	-2.79679	2.30969	0.510035	7.47116	-5.48352	7.55	-5.55	1.81749	-1.81749	1.46343
7.7354	-5.54737	-2.8024	2.30001	0.468608	7.65989	-5.6552	7.65	-5.65	1.81747	-1.81747	1.06659
7.81537	-5.67303	-2.7833	2.29995	0.434263	7.78563	-5.85993	7.7	-5.8	0.909598	-2.72881	2.64857
7.87063	-5.83505	-2.78739	2.27276	0.37889	7.75276	-5.95823	7.75	-5.95	0.909594	-2.72878	1.81271
7.95102	-5.95869	-2.77498	2.27562	0.356403	7.79663	-6.00945	7.85	-6.05	1.81964	-1.81964	0.867133
8.0232	-6.09904	-2.77562	2.2674	0.326528	7.95034	-6.15505	7.95	-6.15	1.81962	-1.81962	0.527727
8.13515	-6.21198	-2.81499	2.30349	0.358754	8.04642	-6.30578	8.05	-6.3	1.99731	-2.99599	6.8122
8.20253	-6.34919	-2.82084	2.28943	0.324223	8.14855	-6.44643	8.15	-6.45	1.99732	-2.99598	0.761098
8.27168	-6.47031	-2.78169	2.27543	0.279813	8.26534	-6.60186	8.2	-6.55	0.909111	-1.81822	8.12625
8.34126	-6.60949	-2.77997	2.26239	0.249474	8.25279	-6.64996	8.25	-6.65	0.909111	-1.81822	0.581596
8.42157	-6.73158	-2.76935	2.2617	0.232148	8.2109	-6.73286	8.3	-6.8	0.90845	-2.72534	0.753513
8.47562	-6.88355	-2.76807	2.23272	0.18775	8.35448	-6.94719	8.35	-6.95	0.908442	-2.72531	1.16674
8.58638	-7.01213	-2.79658	2.25475	0.207303	8.61718	-7.22425	8.45	-7.1	1.81925	-2.72886	3.08064
8.64375	-7.16744	-2.79887	2.22553	0.16428	8.54666	-7.24803	8.55	-7.25	1.81924	-2.72886	1.01354
8.73172	-7.29345	-2.79736	2.22803	0.156505	8.69659	-7.3744	8.65	-7.35	1.82079	-1.8208	0.109633
8.80687	-7.42555	-2.79478	2.22055	0.139554	8.74711	-7.43338	8.75	-7.45	1.8208	-1.8208	0.215482
8.88945	-7.53849	-2.80028	2.22805	0.143034	8.68846	-7.50096	8.8	-7.6	0.997629	-2.99288	0.877024
8.93876	-7.68159	-2.80292	2.1989	0.104796	8.84984	-7.75349	8.85	-7.75	0.997629	-2.99288	0.829883
8.99651	-7.81026	-2.77567	2.17613	0.0664399	8.77486	-7.80083	8.9	-7.9	0.909127	-2.72742	3.47961
9.04034	-7.97551	-2.78105	2.13623	0.0207293	8.94604	-8.07116	8.95	-8.05	0.909127	-2.7274	1.15313
9.08175	-8.11131	-2.74914	2.09861	-0.0332735	8.92041	-8.11276	9	-8.15	0.909524	-1.81903	5.17592
9.12668	-8.25301	-2.74241	2.07347	-0.057873	9.01893	-8.23506	9.05	-8.25	0.909516	-1.81902	0.668473
9.18556	-8.38735	-2.73527	2.05877	-0.0727025	9.04724	-8.3711	9.1	-8.4	0.909922	-2.72975	0.353435
9.23289	-8.53072	-2.73292	2.0365	-0.0917996	9.1628	-8.53304	9.15	-8.55	0.909913	-2.72976	0.290045
9.32036	-8.65883	-2.75087	2.05908	-0.0491692	9.09379	-8.55764	9.25	-8.7	1.8169	-2.72535	4.07469
9.37598	-8.80751	-2.75566	2.04108	-0.0646966	9.3508	-8.85468	9.35	-8.85	1.81688	-2.72532	0.175894
9.44024	-8.94374	-2.75445	2.03378	-0.0694049	9.40597	-8.96981	9.4	-9	0.910219	-2.73069	0.0264363
9.48715	-9.0989	-2.76127	2.00974	-0.0898692	9.45338	-9.162	9.45	-9.15	0.910228	-2.73069	0.314251
9.54722	-9.22839	-2.76707	2.00643	-0.0864892	9.51544	-9.36256	9.5	-9.3	0.997908	-2.99371	0.211528
9.58874	-9.37418	-2.77614	1.98427	-0.104315	9.56994	-9.45148	9.55	-9.45	0.997908	-2.99372	0.365041
9.60842	-9.52033	-2.74987	1.9325	-0.171889	9.62712	-9.59131	9.6	-9.55	0.909971	-1.81993	5.92888
9.65671	-9.66406	-2.75041	1.91941	-0.17561	9.64603	-9.66938	9.65	-9.65	0.909954	-1.81992	0.00897541
9.67644	-9.80942	-2.73319	1.87598	-0.224702	9.63311	-9.79216	9.65	-9.8	0	-2.73054	2.33913
9.70224	-9.95922	-2.73286	1.84957	-0.239149	9.64842	-9.95866	9.65	-9.95	0	-2.73053	0.172179
9.75987	-10.0851	-2.74279	1.86555	-0.196473	9.61381	-9.98703	9.7	-10.1	0.998187	-2.99456	2.19516
9.78517	-10.225	-2.74584	1.84415	-0.207967	9.7516	-10.2483	9.75	-10.25	0.998187	-2.99455	0.103639
9.83186	-10.3693	-2.74995	1.84208	-0.193305	9.7698	-10.3568	9.8	-10.4	0.909806	-2.7294	0.285868
9.86771	-10.519	-2.75251	1.82789	-0.196705	9.8633	-10.5382	9.85	-10.55	0.909797	-2.72938	0.0216579
9.87509	-10.6675	-2.73863	1.78282	-0.24709	9.8617	-10.6917	9.85	-10.7	0	-2.72718	2.21432
9.88809	-10.8249	-2.74327	1.75501	-0.261099	9.84674	-10.8547	9.85	-10.85	0	-2.72715	0.161486
9.8833	-10.9727	-2.73057	1.70796	-0.307829	9.75887	-10.887	9.85	-11	0	-2.72395	1.60166
9.89133	-11.1273	-2.73355	1.68227	-0.316348	9.86442	-11.1448	9.85	-11.15	0	-2.72395	0.0637305
9.89917	-11.2776	-2.73213	1.65652	-0.328252	9.87245	-11.316	9.85	-11.3	0	-2.73074	0.0899357
9.89417	-11.4331	-2.73526	1.62631	-0.340089	9.85036	-11.4464	9.85	-11.45	0	-2.73075	0.12882
9.89801	-11.5855	-2.73591	1.60262	-0.347833	9.93142	-11.6783	9.85	-11.6	0	-2.72396	0.15032
9.8838	-11.739	-2.73714	1.57116	-0.359906	9.83174	-11.7336	9.85	-11.75	0	-2.72396	0.161394
9.8611	-11.8746	-2.73176	1.52895	-0.395417	9.80843	-11.8702	9.8	-11.9	-1.0005	-3.00149	0.685975
9.82757	-12.0205	-2.73901	1.49047	-0.412962	9.75331	-12.0506	9.75	-12.05	-1.0005	-3.0015	0.385907
9.6866	-12.1617	-2.71319	1.31594	-0.640656	9.64519	-12.1714	9.65	-12.15	-1.81799	-1.81797	26.6388
9.62679	-12.2986	-2.70834	1.2674	-0.654456	9.55524	-12.2329	9.55	-12.25	-1.81797	-1.81797	0.500874
9.56227	-12.4374	-2.70743	1.21199	-0.682275	9.47014	-12.4324	9.45	-12.4	-1.82042	-2.73064	0.325615
9.46904	-12.577	-2.71283	1.14914	-0.705671	9.34172	-12.5587	9.35	-12.55	-1.82041	-2.73063	0.95171
9.3345	-12.6838	-2.71195	1.01921	-0.84696	9.21558	-12.6577	9.25	-12.65	-1.99893	-1.99891	7.86383
9.24063	-12.7928	-2.71194	0.963196	-0.859787	9.16462	-12.7506	9.15	-12.75	-1.99891	-1.9989	0.413781
9.12279	-12.9024	-2.71345	0.877377	-0.917612	9.08802	-12.8351	9.05	-12.85	-1.81839	-1.81839	1.29766
9.01142	-13.0054	-2.71015	0.81688	-0.92777	8.95936	-12.9426	8.95	-12.95	-1.81838	-1.81838	0.351554
8.81373	-13.0701	-2.72659	0.633018	-1.13293	8.8569	-13.1416	8.8	-13	-2.72942	-0.909806	17.1961
8.68288	-13.1399	-2.71877	0.561827	-1.14347	8.65422	-13.0444	8.65	-13.05	-2.72941	-0.909806	0.514207
8.56675	-13.2075	-2.71595	0.508386	-1.13573	8.49168	-13.0983	8.5	-13.15	-2.99987	-1.99991	0.25117
8.42838	-13.2647	-2.72074	0.440794	-1.14378	8.3436	-13.2381	8.35	-13.25	-2.99984	-1.9999	0.425474
8.23778	-13.2593	-2.7444	0.269522	-1.32041	8.19421	-13.0768	8.25	-13.2	-1.99797	0.998985	14.2208
8.11129	-13.2717	-2.7291	0.196782	-1.33197	8.15674	-13.1486	8.15	-13.15	-1.99797	0.998985	0.886961
7.98015	-13.3115	-2.71494	0.157456	-1.27753	7.9999	-13.1879	8	-13.2	-2.73	-0.910004	1.85196
7.83474	-13.3182	-2.70781	0.0816152	-1.2855	7.85314	-13.2533	7.85	-13.25	-2.73	-0.910004	0.237083
7.66586	-13.2909	-2.72256	-0.036823	-1.3575	7.57824	-13.1345	7.65	-13.25	-3.62957	0	2.93438
7.50787	-13.2736	-2.72625	-0.11728	-1.36125	7.45422	-13.2433	7.45	-13.25	-3.62953	0	0.197722
7.36878	-13.2716	-2.71226	-0.161304	-1.31234	7.33241	-13.2718	7.3	-13.25	-2.7301	0	1.57631
7.21089	-13.242	-2.72126	-0.235004	-1.31023	7.13166	-13.2372	7.15	-13.25	-2.73007	0	0.322544
7.07136	-13.2227	-2.70587	-0.276858	-1.26085	6.97467	-13.1643	7	-13.25	-2.72703	0	1.96881
6.91813	-13.1902	-2.71721	-0.337487	-1.24806	6.84852	-13.2404	6.85	-13.25	-2.727	0	0.393254
6.77857	-13.1437	-2.71645	-0.39899	-1.23841	6.7113	-13.2598	6.7	-13.2	-2.72742	0.909144	0.157327
6.62915	-13.0985	-2.72856	-0.454093	-1.22132	6.55626	-13.1584	6.55	-13.15	-2.72742	0.909144	0.487484
6.49375	-13.0248	-2.72989	-0.522145	-1.21985	6.32545	-12.9303	6.4	-13.1	-2.72703	0.908994	0.366397
6.34556	-12.9704	-2.74507	-0.568933	-1.1946	6.25112	-13.0473	6.25	-13.05	-2.727	0.908995	0.83093
6.2184	-12.9133	-2.72513	-0.601518	-1.1449	6.09711	-13.0021	6.1	-13	-2.73	0.910004	2.46394
6.06834	-12.8595	-2.74254	-0.63404	-1.10894	5.95513	-12.9613	5.95	-12.95	-2.72998	0.909996	1.33508
5.95472	-12.8097	-2.72373	-0.65507	-1.06185	5.89343	-13.1185	5.8	-12.9	-2.99275	0.99759	2.59921
5.81151	-12.7566	-2.74444	-0.675572	-1.02282	5.6635	-12.8347	5.65	-12.85	-2.99275	0.99758	1.60467
